ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
363-1763-313,363,Level 1 - Use of Force,2014-06-28T23:53:00,N,L,L2,1763,313,White,Male
448-1582-408,448,Level 1 - Use of Force,2014-07-08T20:10:00,N,L,L2,1582,408,Black or African American,Female
490-634-408,490,Level 1 - Use of Force,2014-07-08T20:10:00,N,L,L2,634,408,Black or African American,Female
557-397-540,557,Level 1 - Use of Force,2014-07-20T03:20:00,N,L,L2,397,540,Hispanic or Latino,Male
561-1611-540,561,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1611,540,Hispanic or Latino,Male
3080-1780-2774,3080,Level 1 - Use of Force,2014-12-29T21:36:00,N,L,L2,1780,2774,White,Male
3155-1853-2822,3155,Level 1 - Use of Force,2015-01-03T21:56:00,N,L,L2,1853,2822,White,Female
3292-1562-2899,3292,Level 1 - Use of Force,2015-01-11T21:15:00,N,L,L2,1562,2899,White,Female
3615-1670-3204,3615,Level 1 - Use of Force,2015-01-31T20:50:00,N,L,L2,1670,3204,White,Female
1766-1763-1736,1766,Level 1 - Use of Force,2014-10-04T04:30:00,N,L,L2,1763,1736,Black or African American,Female
2058-1126-1838,2058,Level 1 - Use of Force,2014-10-18T06:00:00,N,L,L2,1126,1838,White,Male
2157-1585-1937,2157,Level 1 - Use of Force,2014-10-26T15:00:00,N,L,L2,1585,1937,American Indian/Alaska Native,Female
2192-1899-1974,2192,Level 1 - Use of Force,2014-10-29T20:10:00,N,L,L2,1899,1974,White,Male
2870-1745-2605,2870,Level 1 - Use of Force,2014-12-18T01:00:00,N,L,L2,1745,2605,White,Female
3056-1824-2754,3056,Level 1 - Use of Force,2014-12-28T21:40:00,N,L,L2,1824,2754,White,Male
1216-1820-1202,1216,Level 1 - Use of Force,2014-09-16T23:20:00,N,L,L2,1820,1202,,Male
1269-1585-1245,1269,Level 1 - Use of Force,2014-09-20T14:30:00,N,L,L2,1585,1245,Black or African American,Male
1464-1799-1422,1464,Level 1 - Use of Force,2014-09-25T21:00:00,N,L,L2,1799,1422,Black or African American,Female
1568-1585-1519,1568,Level 1 - Use of Force,2014-05-12T14:00:00,N,L,L2,1585,1519,White,Male
1609-1194-1547,1609,Level 1 - Use of Force,2014-05-19T19:02:00,N,L,L2,1194,1547,Black or African American,Male
2156-1610-1618,2156,Level 1 - Use of Force,2014-10-25T17:00:00,N,L,L2,1610,1618,White,Female
569-1559-540,569,Level 1 - Use of Force,2014-07-20T03:04:00,N,L,L2,1559,540,Hispanic or Latino,Male
582-1780-559,582,Level 1 - Use of Force,2014-07-21T22:55:00,N,L,L2,1780,559,Black or African American,Male
673-1473-688,673,Level 1 - Use of Force,2014-07-29T13:30:00,N,L,L2,1473,688,Asian,Male
793-1611-806,793,Level 1 - Use of Force,2014-08-09T03:10:00,N,L,L2,1611,806,Black or African American,Male
913-1899-939,913,Level 1 - Use of Force,2014-08-23T02:00:00,N,L,L2,1899,939,,Male
935-1820-969,935,Level 1 - Use of Force,2014-08-26T01:00:00,N,L,L2,1820,969,White,Male
562-1712-540,562,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1712,540,Hispanic or Latino,Male
563-1721-540,563,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1721,540,Hispanic or Latino,Male
564-1797-540,564,Level 1 - Use of Force,2014-07-20T02:54:00,N,L,L2,1797,540,Hispanic or Latino,Male
565-1549-540,565,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1549,540,Hispanic or Latino,Male
566-1235-540,566,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1235,540,Hispanic or Latino,Male
567-1752-540,567,Level 1 - Use of Force,2014-07-20T03:11:00,N,L,L2,1752,540,Hispanic or Latino,Male
311-1593-265,311,Level 1 - Use of Force,2014-06-22T00:33:00,E,G,G3,1593,265,White,Male
337-1637-265,337,Level 1 - Use of Force,2014-06-22T00:33:00,E,G,G3,1637,265,White,Male
1324-1707-1286,1324,Level 2 - Use of Force,2014-04-04T16:58:00,E,G,G3,1707,1286,Asian,Male
1325-1635-1286,1325,Level 2 - Use of Force,2014-04-04T16:58:00,E,G,G3,1635,1286,Asian,Male
1326-1542-1286,1326,Level 2 - Use of Force,2014-04-04T16:58:00,E,G,G3,1542,1286,Asian,Male
23054-2115-15931,23054,Level 1 - Use of Force,2018-03-21T22:24:00,E,G,G3,2115,15931,White,Male
341-1604-290,341,Level 2 - Use of Force,2014-06-25T23:30:00,W,D,D3,1604,290,Black or African American,Male
409-1749-364,409,Level 1 - Use of Force,2014-07-04T22:20:00,SW,F,F2,1749,364,Black or African American,Male
410-1641-364,410,Level 1 - Use of Force,2014-07-04T22:20:00,SW,F,F2,1641,364,Black or African American,Male
435-1539-383,435,Level 2 - Use of Force,2014-07-08T21:17:00,E,E,E1,1539,383,White,Male
362-948-311,362,Level 1 - Use of Force,2014-06-29T13:01:00,W,D,D1,948,311,White,Male
349-1132-300,349,Level 2 - Use of Force,2014-06-26T15:03:00,N,J,J3,1132,300,White,Male
350-967-300,350,Level 2 - Use of Force,2014-06-26T15:03:00,N,J,J3,967,300,White,Male
437-1539-386,437,Level 1 - Use of Force,2014-07-09T00:13:00,E,C,C3,1539,386,White,Male
497-478-453,497,Level 1 - Use of Force,2014-07-15T04:04:00,N,L,L1,478,453,White,Male
475-1725-432,475,Level 2 - Use of Force,2014-07-12T23:42:00,W,D,D1,1725,432,White,Male
481-1559-435,481,Level 1 - Use of Force,2014-07-13T02:54:00,N,N,N2,1559,435,White,Male
406-1791-361,406,Level 2 - Use of Force,2014-07-03T22:15:00,N,N,N2,1791,361,White,Male
553-913-520,553,Level 1 - Use of Force,2014-07-19T16:44:00,X,X,XX,913,520,Black or African American,Male
550-1260-518,550,Level 2 - Use of Force,2014-07-19T01:22:00,S,R,R3,1260,518,Black or African American,Male
438-1555-387,438,Level 1 - Use of Force,2014-07-09T09:27:00,SW,F,F1,1555,387,,Male
358-1783-308,358,Level 1 - Use of Force,2014-06-27T23:25:00,N,N,N3,1783,308,White,Female
4631-1841-4005,4631,Level 1 - Use of Force,2015-04-02T19:30:00,N,N,N3,1841,4005,White,Female
4790-1720-4137,4790,Level 1 - Use of Force,2015-04-24T16:45:00,N,N,N3,1720,4137,White,Female
10681-2123-8192,10681,Level 1 - Use of Force,2016-05-01T11:12:00,N,N,N3,2123,8192,Black or African American,Male
460-1789-418,460,Level 1 - Use of Force,2014-06-29T00:19:00,N,L,L1,1789,418,White,Male
3503-1223-3065,3503,Level 2 - Use of Force,2015-01-24T04:44:00,N,L,L1,1223,3065,White,Female
4307-1756-3793,4307,Level 1 - Use of Force,2015-03-24T03:06:00,N,L,L1,1756,3793,White,Female
408-1716-363,408,Level 1 - Use of Force,2014-07-04T20:29:00,N,U,U2,1716,363,White,Male
483-1752-438,483,Level 1 - Use of Force,2014-07-14T00:40:00,N,J,J1,1752,438,White,Female
581-1562-555,581,Level 1 - Use of Force,2014-07-16T00:44:00,N,U,U3,1562,555,White,Female
581-1562-556,581,Level 1 - Use of Force,2014-07-16T00:44:00,N,U,U3,1562,556,White,Male
581-1562-557,581,Level 1 - Use of Force,2014-07-16T00:44:00,N,U,U3,1562,557,White,Male
581-1562-558,581,Level 1 - Use of Force,2014-07-16T00:44:00,N,U,U3,1562,558,White,Male
501-1615-456,501,Level 1 - Use of Force,2014-07-15T16:15:00,N,N,N2,1615,456,,Female
503-762-456,503,Level 1 - Use of Force,2014-07-15T16:16:00,N,N,N2,762,456,,Female
503-762-458,503,Level 1 - Use of Force,2014-07-15T16:16:00,N,N,N2,762,458,White,Male
642-1221-612,642,Level 1 - Use of Force,2014-07-26T01:35:00,N,J,J1,1221,612,White,Female
16010-1835-12683,16010,Level 1 - Use of Force,2017-06-11T23:08:00,N,J,J1,1835,12683,,Female
641-1756-612,641,Level 1 - Use of Force,2014-07-26T02:00:00,N,J,J1,1756,612,White,Female
643-1744-612,643,Level 1 - Use of Force,2014-07-26T01:40:00,N,J,J1,1744,612,White,Female
554-898-521,554,Level 1 - Use of Force,2014-07-19T15:05:00,N,J,J3,898,521,White,Male
395-1582-310,395,Level 1 - Use of Force,2014-06-29T18:08:00,N,L,L1,1582,310,White,Male
396-1802-310,396,Level 1 - Use of Force,2014-06-29T17:32:00,N,L,L1,1802,310,White,Male
507-1645-461,507,Level 1 - Use of Force,2014-07-16T04:00:00,N,L,L3,1645,461,,Female
510-1223-461,510,Level 1 - Use of Force,2014-07-16T03:53:00,N,L,L3,1223,461,,Female
482-1600-435,482,Level 1 - Use of Force,2014-07-14T02:54:00,N,N,N3,1600,435,White,Male
439-302-388,439,Level 1 - Use of Force,2014-07-09T06:02:00,X,X,XX,302,388,White,Female
436-1769-385,436,Level 1 - Use of Force,2014-06-29T02:28:00,N,J,J2,1769,385,Asian,Female
421-785-373,421,Level 1 - Use of Force,2014-07-07T02:30:00,N,B,B1,785,373,Black or African American,Male
504-827-459,504,Level 1 - Use of Force,2014-07-14T22:15:00,N,L,L1,827,459,White,Male
376-1220-335,376,Level 1 - Use of Force,2014-07-01T06:00:00,X,X,XX,1220,335,White,Male
593-1792-575,593,Level 1 - Use of Force,2014-07-22T16:36:00,W,K,K1,1792,575,Black or African American,Female
1481-1147-1433,1481,Level 1 - Use of Force,2014-04-28T13:00:00,W,K,K1,1147,1433,Black or African American,Female
2348-1733-2095,2348,Level 1 - Use of Force,2014-11-06T18:51:00,W,K,K1,1733,2095,Black or African American,Male
3371-914-2956,3371,Level 1 - Use of Force,2015-01-16T14:45:00,W,K,K1,914,2956,Black or African American,Male
3372-1582-2956,3372,Level 1 - Use of Force,2015-01-16T14:45:00,W,K,K1,1582,2956,Black or African American,Male
480-1800-434,480,Level 1 - Use of Force,2014-07-12T11:20:00,X,X,XX,1800,434,,Male
492-773-449,492,Level 1 - Use of Force,2014-07-12T01:30:00,S,O,O3,773,449,White,Male
532-1565-504,532,Level 1 - Use of Force,2014-07-17T21:00:00,S,S,S2,1565,504,Black or African American,Male
14284-1576-11653,14284,Level 1 - Use of Force,2017-01-28T02:24:00,S,S,S2,1576,11653,Asian,Male
583-1800-560,583,Level 1 - Use of Force,2014-07-21T21:00:00,S,R,R2,1800,560,Asian,Female
478-675-433,478,Level 1 - Use of Force,2014-07-13T13:50:00,W,Q,Q2,675,433,,Male
301-1775-254,301,Level 1 - Use of Force,2014-06-21T22:10:00,W,K,K2,1775,254,American Indian/Alaska Native,Female
302-1734-255,302,Level 1 - Use of Force,2014-06-21T22:10:00,W,K,K2,1734,255,,Female
2580-1315-2318,2580,Level 1 - Use of Force,2014-11-23T14:37:00,W,K,K2,1315,2318,White,Female
2581-726-2318,2581,Level 1 - Use of Force,2014-11-23T14:37:00,W,K,K2,726,2318,White,Female
2831-1735-2561,2831,Level 2 - Use of Force,2014-12-14T01:36:00,W,K,K2,1735,2561,White,Male
2846-1254-2561,2846,Level 2 - Use of Force,2014-12-14T14:30:00,W,K,K2,1254,2561,White,Male
2859-1576-2561,2859,Level 2 - Use of Force,2014-12-14T14:15:00,W,K,K2,1576,2561,White,Male
529-775-500,529,Level 1 - Use of Force,2014-07-17T14:12:00,SW,W,W3,775,500,White,Female
555-1235-525,555,Level 1 - Use of Force,2014-07-19T22:26:00,N,N,N1,1235,525,White,Male
619-1712-525,619,Level 1 - Use of Force,2014-07-19T22:35:00,N,N,N1,1712,525,White,Male
592-1751-574,592,Level 1 - Use of Force,2014-07-22T15:06:00,SW,F,F2,1751,574,Black or African American,Male
654-1693-631,654,Level 1 - Use of Force,2014-07-28T05:10:00,SW,F,F3,1693,631,Black or African American,Male
392-1646-346,392,Level 1 - Use of Force,2014-07-02T09:45:00,N,J,J1,1646,346,White,Male
393-1183-346,393,Level 1 - Use of Force,2014-07-02T09:46:00,N,J,J1,1183,346,White,Male
394-1223-346,394,Level 1 - Use of Force,2014-07-02T09:45:00,N,J,J1,1223,346,White,Male
303-1087-256,303,Level 2 - Use of Force,2014-06-21T07:43:00,E,G,G3,1087,256,Black or African American,Male
447-456-407,447,Level 1 - Use of Force,2014-07-09T20:39:00,W,K,K3,456,407,White,Female
520-1152-494,520,Level 1 - Use of Force,2014-07-16T19:38:00,W,M,M3,1152,494,,Female
533-1162-505,533,Level 1 - Use of Force,2014-07-16T21:07:00,W,M,M3,1162,505,White,Male
750-1666-764,750,Level 2 - Use of Force,2014-08-04T22:30:00,W,M,M3,1666,764,Black or African American,Male
1462-1848-1420,1462,Level 1 - Use of Force,2014-09-25T20:34:00,W,M,M3,1848,1420,Black or African American,Male
1463-1570-1420,1463,Level 1 - Use of Force,2014-09-25T20:34:00,W,M,M3,1570,1420,Black or African American,Male
3913-1779-3463,3913,Level 2 - Use of Force,2015-02-22T20:31:00,W,M,M3,1779,3463,American Indian/Alaska Native,Male
692-1248-705,692,Level 1 - Use of Force,2014-07-30T15:10:00,E,G,G1,1248,705,,Male
574-1800-543,574,Level 2 - Use of Force,2014-07-20T20:25:00,S,S,S1,1800,543,American Indian/Alaska Native,Male
694-1117-705,694,Level 1 - Use of Force,2014-07-30T15:10:00,E,G,G1,1117,705,,Male
505-1238-460,505,Level 1 - Use of Force,2014-07-15T21:00:00,E,E,E2,1238,460,White,Male
424-1539-375,424,Level 2 - Use of Force,2014-07-08T01:17:00,E,C,C3,1539,375,White,Male
426-1700-375,426,Level 2 - Use of Force,2014-07-08T01:16:00,E,C,C3,1700,375,White,Male
578-1747-546,578,Level 1 - Use of Force,2014-07-21T06:29:00,W,M,M2,1747,546,Black or African American,Male
571-1550-542,571,Level 1 - Use of Force,2014-06-30T21:21:00,W,Q,Q2,1550,542,White,Female
637-579-611,637,Level 1 - Use of Force,2014-07-26T04:15:00,N,U,U1,579,611,Hispanic or Latino,Male
670-1194-686,670,Level 1 - Use of Force,2014-07-28T17:53:00,N,N,N3,1194,686,White,Female
714-1221-730,714,Level 2 - Use of Force,2014-07-31T22:04:00,N,N,N2,1221,730,Black or African American,Male
716-1559-730,716,Level 2 - Use of Force,2014-07-31T22:05:00,N,N,N2,1559,730,Black or African American,Male
717-1600-730,717,Level 2 - Use of Force,2014-07-31T22:04:00,N,N,N2,1600,730,Black or African American,Male
1488-1642-1439,1488,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1642,1439,White,Female
1498-1108-1439,1498,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1439,White,Female
1500-1108-1439,1500,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1439,White,Female
1651-1611-1439,1651,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1611,1439,White,Female
1653-1610-1439,1653,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1610,1439,White,Female
1653-1610-1445,1653,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1610,1445,White,Female
1653-1610-1444,1653,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1610,1444,Black or African American,Male
1488-1642-1445,1488,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1642,1445,White,Female
1498-1108-1445,1498,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1445,White,Female
1500-1108-1445,1500,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1445,White,Female
1501-1789-1445,1501,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1789,1445,White,Female
1651-1611-1445,1651,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1611,1445,White,Female
1653-1610-1443,1653,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1610,1443,White,Male
1488-1642-1444,1488,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1642,1444,Black or African American,Male
1498-1108-1444,1498,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1444,Black or African American,Male
1500-1108-1444,1500,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1444,Black or African American,Male
1501-1789-1444,1501,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1789,1444,Black or African American,Male
1651-1611-1444,1651,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1611,1444,Black or African American,Male
1488-1642-1443,1488,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1642,1443,White,Male
1491-1727-1443,1491,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1727,1443,White,Male
1497-1727-1443,1497,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1727,1443,White,Male
1498-1108-1443,1498,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1443,White,Male
1500-1108-1443,1500,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1108,1443,White,Male
1651-1611-1443,1651,Level 1 - Use of Force,2014-04-19T00:45:00,N,N,N2,1611,1443,White,Male
785-1744-800,785,Level 1 - Use of Force,2014-08-08T21:47:00,N,J,J3,1744,800,Black or African American,Female
729-1652-745,729,Level 1 - Use of Force,2014-08-04T02:20:00,N,B,B2,1652,745,,Male
559-1622-536,559,Level 2 - Use of Force,2014-07-20T02:15:00,E,E,E2,1622,536,White,Male
2700-939-2439,2700,Level 1 - Use of Force,2014-12-05T03:42:00,E,E,E2,939,2439,White,Female
2826-1793-2559,2826,Level 1 - Use of Force,2014-12-14T01:53:00,E,E,E2,1793,2559,,Male
3796-1618-3350,3796,Level 1 - Use of Force,2015-02-13T00:59:00,E,E,E2,1618,3350,White,Female
380-1577-340,380,Level 1 - Use of Force,2014-07-02T00:45:00,W,Q,Q1,1577,340,,Male
382-1775-340,382,Level 1 - Use of Force,2014-07-02T01:00:00,W,Q,Q1,1775,340,,Male
620-1180-594,620,Level 1 - Use of Force,2014-07-23T22:12:00,X,X,XX,1180,594,Black or African American,Female
634-456-609,634,Level 1 - Use of Force,2014-07-26T00:38:00,W,K,K1,456,609,Black or African American,Male
795-1122-808,795,Level 1 - Use of Force,2014-08-10T14:16:00,SW,W,W3,1122,808,White,Female
605-689-585,605,Level 1 - Use of Force,2014-07-23T15:36:00,N,N,N3,689,585,Black or African American,Male
712-1703-726,712,Level 1 - Use of Force,2014-07-27T03:06:00,E,E,E2,1703,726,Black or African American,Male
649-1559-622,649,Level 1 - Use of Force,2014-07-27T23:10:00,N,N,N3,1559,622,White,Male
648-1769-623,648,Level 1 - Use of Force,2014-07-27T22:51:00,N,N,N3,1769,623,White,Male
650-1600-623,650,Level 1 - Use of Force,2014-07-27T23:10:00,N,N,N3,1600,623,White,Male
663-1652-623,663,Level 1 - Use of Force,2014-07-27T23:00:00,N,N,N3,1652,623,White,Male
664-1119-623,664,Level 1 - Use of Force,2014-07-27T23:03:00,N,N,N3,1119,623,White,Male
9131-719-6993,9131,Level 1 - Use of Force,2015-12-31T21:14:00,N,N,N3,719,6993,White,Female
440-1204-390,440,Level 1 - Use of Force,2014-07-09T13:06:00,W,K,K2,1204,390,White,Male
441-639-391,441,Level 1 - Use of Force,2014-07-09T13:15:00,W,K,K2,639,391,White,Male
14881-1168-12037,14881,Level 1 - Use of Force,2017-03-18T02:01:00,W,K,K2,1168,12037,,Male
847-1655-869,847,Level 1 - Use of Force,2014-08-13T21:00:00,X,X,XX,1655,869,Hispanic or Latino,Male
847-1655-870,847,Level 1 - Use of Force,2014-08-13T21:00:00,X,X,XX,1655,870,Hispanic or Latino,Male
884-1899-906,884,Level 1 - Use of Force,2014-08-18T21:07:00,N,J,J1,1899,906,White,Male
378-907-337,378,Level 2 - Use of Force,2014-07-01T22:40:00,W,M,M3,907,337,Black or African American,Male
381-1664-337,381,Level 2 - Use of Force,2014-07-01T22:30:00,W,M,M3,1664,337,Black or African American,Male
758-1161-771,758,Level 1 - Use of Force,2014-08-06T01:49:00,E,G,G3,1161,771,White,Male
755-1554-769,755,Level 1 - Use of Force,2014-08-06T01:42:00,E,G,G3,1554,769,Black or African American,Male
27687-1714-191,27687,Level 1 - Use of Force,2018-06-05T03:56:00,E,G,G3,1714,191,,Female
556-1640-532,556,Level 2 - Use of Force,2014-07-20T01:10:00,E,G,G3,1640,532,Black or African American,Male
560-1637-537,560,Level 2 - Use of Force,2014-07-20T01:07:00,E,G,G3,1637,537,Black or African American,Male
842-704-875,842,Level 2 - Use of Force,2014-08-13T23:50:00,S,S,S1,704,875,White,Male
843-1044-875,843,Level 2 - Use of Force,2014-08-13T23:50:00,S,S,S1,1044,875,White,Male
844-1120-875,844,Level 2 - Use of Force,2014-08-13T19:30:00,S,S,S1,1120,875,White,Male
845-943-875,845,Level 2 - Use of Force,2014-08-13T19:30:00,S,S,S1,943,875,White,Male
879-1601-902,879,Level 1 - Use of Force,2014-08-18T14:00:00,E,E,E3,1601,902,White,Male
880-1581-902,880,Level 1 - Use of Force,2014-08-18T14:00:00,E,E,E3,1581,902,White,Male
937-1769-969,937,Level 1 - Use of Force,2014-08-26T00:30:00,N,J,J1,1769,969,White,Male
940-1745-969,940,Level 1 - Use of Force,2014-08-26T00:30:00,N,J,J1,1745,969,White,Male
941-1800-969,941,Level 1 - Use of Force,2014-08-26T00:30:00,N,J,J1,1800,969,White,Male
996-925-1014,996,Level 2 - Use of Force,2014-06-22T00:05:00,N,B,B2,925,1014,White,Male
999-1073-1014,999,Level 2 - Use of Force,2014-06-22T00:05:00,N,B,B2,1073,1014,White,Male
1077-971-1014,1077,Level 2 - Use of Force,2014-06-22T00:05:00,N,B,B2,971,1014,White,Male
1078-1766-1014,1078,Level 2 - Use of Force,2014-06-22T00:05:00,N,B,B2,1766,1014,White,Male
1080-1899-1014,1080,Level 2 - Use of Force,2014-06-22T00:05:00,N,B,B2,1899,1014,White,Male
956-1807-982,956,Level 1 - Use of Force,2014-08-26T19:54:00,N,N,N2,1807,982,Black or African American,Male
639-1617-613,639,Level 1 - Use of Force,2014-07-26T08:06:00,E,C,C2,1617,613,White,Male
640-1713-613,640,Level 1 - Use of Force,2014-07-26T08:36:00,E,C,C2,1713,613,White,Male
914-1140-943,914,Level 1 - Use of Force,2014-08-23T17:42:00,E,G,G2,1140,943,White,Female
638-1243-612,638,Level 1 - Use of Force,2014-07-26T04:03:00,E,G,G1,1243,612,White,Female
816-1552-838,816,Level 2 - Use of Force,2014-08-13T23:56:00,E,G,G1,1552,838,Black or African American,Male
817-1539-839,817,Level 2 - Use of Force,2014-08-12T23:56:00,E,G,G1,1539,839,Black or African American,Male
